state,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_&_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfieting,arson,hurt_grevious_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,states_uts,attempt_to_commit_murder,attempt_to_commit_culpable_homicide,custodial_gang_rape,custodial_other_rape,rape_other_than_custodial,rape_gang_rape,rape_others,attempt_to_commit_rape,kidnapping_&_abduction_total,kidnapping_&_abduction_in_order_to_murder,kidnapping_for_ransom,kidnapping_&_abduction_of_women_to_compel_her_for_marriage,other_kidnapping,dacoity_with_murder,other_dacoity,making_preparation_and_assembly_for_committing_dacoity,criminal_trespass_burglary,criminal_trespass_or_burglary,house_trespass_&_house_breaking,other_thefts,unlawful_assembly,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_sc_sts_vs_non_scs_sts,riots_other_caste_conflict,riots_agrarian,riots_students,riots_sectarian,riots_others,forgery,counterfeiting,counterfeit_offences_related_to_counterfeit_coin,counterfeiting_government_stamp,counterfeit_currency_&_bank_notes,counterfeiting_currency_notes_bank_notes,using_forged_or_counterfeiting_currency_bank_notes,possession_of_forged_or_counterfeiting_currency_bank_notes,making_or_possessing_materials_for_forged_currency_bank_notes,making_or_using_documents_resembling_currency,grievous_hurt,hurt,acid_attack,attempt_to_acid_attack,sexual_harassment,assault_or_use_of_criminal_force_to_women_with_intent_to_disrobe,voyeurism,stalking,other_assault_on_women,insult_to_the_modesty_of_women,at_office_premises,other_places_related_to_work,in_public_transport_system,"places_other_than_231,_232_&_233",importation_of_girls_from_foreign_country,deaths_due_to_negligent_driving_act,deaths_due_to_other_causes,offences_against_state,sedition,other_offences_against_state,offences_promoting_enmity_between_different_groups,promoting_enmity_between_different_groups,"imputation,_assertions_prejudicial_to_national_integration",extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,humantrafficking,unnatural_offence,total_cognizable_ipc_crimes,total_crime,weighted_severity_raw,risk_score,risk_level,previous_year_total_crime,previous_year_risk_score,rolling_3yr_total_crime,rolling_3yr_risk_score,crime_growth_rate,next_year_risk_score
HIMACHAL PRADESH,KINNAUR,2005,3,1.0,0,4,0,4.0,3,3.0,0.0,1,0.0,1,36.0,10,0,10.0,10,0,0,0.0,0,14.0,0,6,1.0,6,0.0,14,121,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,766.0,0.47,green,190.0,0.44,166.66666666666666,0.39999999999999997,21.578947368421055,0.46
HIMACHAL PRADESH,KINNAUR,2006,2,0.0,0,2,0,2.0,5,4.0,1.0,0,0.0,0,27.0,12,1,11.0,21,1,0,0.0,2,12.0,0,2,1.0,3,0.0,21,120,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,757.0,0.46,green,231.0,0.47,192.33333333333334,0.43333333333333335,0.0,0.49
HIMACHAL PRADESH,KINNAUR,2007,7,0.0,0,9,0,9.0,1,1.0,0.0,0,0.0,0,31.0,12,1,11.0,13,6,5,0.0,1,11.0,0,1,0.0,4,0.0,20,94,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,806.0,0.49,green,231.0,0.46,217.33333333333334,0.4566666666666666,-6.926406926406926,0.38
HIMACHAL PRADESH,KINNAUR,2008,1,0.0,0,4,0,4.0,2,2.0,0.0,0,0.0,1,27.0,9,1,8.0,11,3,0,0.0,0,9.0,0,3,0.0,3,0.0,26,71,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,623.0,0.38,green,215.0,0.49,225.66666666666666,0.47333333333333333,-20.930232558139537,0.43
HIMACHAL PRADESH,KINNAUR,2009,2,1.0,0,6,0,6.0,2,1.0,1.0,0,0.0,0,14.0,5,0,5.0,8,2,2,0.0,1,14.0,0,3,0.0,2,0.0,40,101,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,715.0,0.43,green,170.0,0.38,205.33333333333334,0.44333333333333336,19.411764705882355,0.42
HIMACHAL PRADESH,KINNAUR,2010,4,0.0,0,2,0,2.0,2,2.0,0.0,0,0.0,0,19.0,3,1,2.0,33,1,3,0.0,1,8.0,0,2,0.0,4,0.0,32,83,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,686.0,0.42,green,203.0,0.43,196.0,0.43333333333333335,-2.955665024630542,0.39
HIMACHAL PRADESH,KINNAUR,2011,2,1.0,0,6,0,6.0,1,1.0,0.0,0,0.0,0,18.0,14,1,13.0,10,2,1,0.0,0,9.0,1,4,0.0,1,0.0,28,64,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,643.0,0.39,green,197.0,0.42,190.0,0.41,-17.766497461928935,0.43
HIMACHAL PRADESH,KINNAUR,2012,2,1.0,0,6,0,6.0,2,2.0,0.0,0,0.0,0,22.0,10,1,9.0,12,3,2,0.0,1,8.0,0,1,0.0,5,0.0,32,85,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,708.0,0.43,green,162.0,0.39,187.33333333333334,0.41333333333333333,18.51851851851852,0.39
HIMACHAL PRADESH,KINNAUR,2013,0,0.0,0,6,0,6.0,4,2.0,2.0,0,0.0,1,26.0,11,2,9.0,9,4,0,0.0,0,8.0,0,8,0.0,4,0.0,18,74,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,642.0,0.39,green,192.0,0.43,183.66666666666666,0.41333333333333333,-9.895833333333332,
HIMACHAL PRADESH,KULLU,2001,13,1.0,0,13,0,13.0,7,6.0,1.0,0,0.0,1,50.0,17,5,12.0,27,3,7,1.0,6,36.0,0,12,0.0,2,0.0,36,398,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,1940.0,1.18,green,0.0,0.0,0.0,0.0,0.0,1.37
HIMACHAL PRADESH,KULLU,2002,8,2.0,1,14,0,14.0,11,11.0,0.0,0,0.0,0,30.0,29,8,21.0,23,5,10,0.0,4,42.0,0,20,0.0,11,0.0,40,493,743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,2246.0,1.37,green,630.0,1.18,630.0,1.18,17.936507936507937,1.44
HIMACHAL PRADESH,KULLU,2003,14,1.0,2,16,0,16.0,8,6.0,2.0,1,0.0,3,43.0,29,6,23.0,30,2,8,0.0,6,47.0,2,24,0.0,13,0.0,37,461,747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,2366.0,1.44,green,743.0,1.37,686.5,1.275,0.5383580080753702,1.53
HIMACHAL PRADESH,KULLU,2004,9,4.0,0,13,0,13.0,13,11.0,2.0,0,0.0,7,50.0,40,8,32.0,40,4,9,0.0,6,56.0,1,11,1.0,10,0.0,47,469,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,2518.0,1.53,green,747.0,1.44,706.6666666666666,1.33,5.756358768406962,1.85
HIMACHAL PRADESH,KULLU,2005,10,13.0,1,19,0,19.0,24,24.0,0.0,1,0.0,8,82.0,77,9,68.0,49,2,4,0.0,2,52.0,0,23,0.0,12,0.0,43,448,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,3049.0,1.85,green,790.0,1.53,760.0,1.4466666666666665,10.126582278481013,1.68
HIMACHAL PRADESH,KULLU,2006,5,4.0,3,10,0,10.0,9,9.0,0.0,0,0.0,7,57.0,62,7,55.0,55,4,6,0.0,8,46.0,0,24,0.0,16,0.0,51,469,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.0,2767.0,1.68,green,870.0,1.85,802.3333333333334,1.6066666666666667,-3.9080459770114944,2.04
HIMACHAL PRADESH,KULLU,2007,11,2.0,1,22,0,22.0,12,11.0,1.0,1,0.0,2,61.0,74,13,61.0,64,5,20,1.0,5,51.0,0,22,3.0,18,0.0,48,597,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,3351.0,2.04,green,836.0,1.68,832.0,1.6866666666666665,22.00956937799043,2.13
HIMACHAL PRADESH,KULLU,2008,15,3.0,0,16,0,16.0,19,17.0,2.0,0,0.0,2,62.0,80,14,66.0,54,5,13,1.0,8,40.0,0,31,2.0,28,0.0,52,665,1096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.0,3512.0,2.13,green,1020.0,2.04,908.6666666666666,1.8566666666666667,7.450980392156863,1.87
HIMACHAL PRADESH,KULLU,2009,7,6.0,1,24,0,24.0,12,10.0,2.0,0,0.0,3,49.0,58,17,41.0,29,2,20,0.0,5,39.0,0,23,1.0,16,0.0,60,606,961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,3080.0,1.87,green,1096.0,2.13,984.0,1.95,-12.317518248175183,1.54
HIMACHAL PRADESH,KULLU,2010,11,5.0,0,17,0,17.0,9,5.0,4.0,0,0.0,0,39.0,42,7,35.0,39,1,15,0.0,2,44.0,0,23,1.0,9,0.0,39,512,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,2539.0,1.54,green,961.0,1.87,1025.6666666666667,2.013333333333333,-15.920915712799166,1.86
HIMACHAL PRADESH,KULLU,2011,13,2.0,0,20,0,20.0,13,12.0,1.0,0,0.0,0,68.0,67,15,52.0,23,10,26,0.0,3,39.0,0,38,2.0,21,0.0,36,553,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,3063.0,1.86,green,808.0,1.54,955.0,1.8466666666666667,15.594059405940595,1.41
HIMACHAL PRADESH,KULLU,2012,9,3.0,1,22,0,22.0,7,5.0,2.0,0,0.0,0,58.0,26,6,20.0,28,7,21,0.0,4,33.0,0,22,0.0,10,0.0,34,434,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,2319.0,1.41,green,934.0,1.86,901.0,1.7566666666666668,-23.019271948608136,2.13
HIMACHAL PRADESH,KULLU,2013,7,7.0,0,29,0,29.0,29,26.0,3.0,4,0.0,0,73.0,51,16,35.0,32,6,43,1.0,38,46.0,0,44,2.0,30,0.0,55,512,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,3504.0,2.13,green,719.0,1.41,820.3333333333334,1.6033333333333335,40.333796940194716,
HIMACHAL PRADESH,LAHAUL-SPITI,2001,1,0.0,0,2,0,2.0,1,1.0,0.0,0,0.0,1,5.0,1,0,1.0,2,0,1,0.0,1,1.0,0,0,0.0,1,0.0,9,24,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,181.0,0.11,green,0.0,0.0,0.0,0.0,0.0,0.13
HIMACHAL PRADESH,LAHAUL-SPITI,2002,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,1,5.0,5,0,5.0,0,2,0,0.0,0,2.0,0,2,0.0,0,0.0,8,41,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,220.0,0.13,green,50.0,0.11,50.0,0.11,36.0,0.12
HIMACHAL PRADESH,LAHAUL-SPITI,2003,0,0.0,0,2,0,2.0,0,0.0,0.0,0,0.0,0,2.0,1,0,1.0,1,0,1,0.0,0,1.0,0,0,0.0,1,0.0,14,36,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,195.0,0.12,green,68.0,0.13,59.0,0.12,-13.23529411764706,0.11
HIMACHAL PRADESH,LAHAUL-SPITI,2004,2,0.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,1.0,1,0,1.0,2,2,1,0.0,0,3.0,0,0,0.0,1,0.0,12,27,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,173.0,0.11,green,59.0,0.12,59.0,0.12,-11.864406779661017,0.09
HIMACHAL PRADESH,LAHAUL-SPITI,2005,0,0.0,0,0,0,0.0,1,1.0,0.0,0,0.0,0,0.0,2,0,2.0,0,1,0,0.0,0,3.0,0,0,0.0,1,0.0,9,34,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,150.0,0.09,green,52.0,0.11,59.666666666666664,0.12,-1.9230769230769231,0.11
HIMACHAL PRADESH,LAHAUL-SPITI,2006,1,0.0,0,0,0,0.0,1,1.0,0.0,0,0.0,1,2.0,2,0,2.0,1,2,0,0.0,2,5.0,0,0,0.0,1,0.0,4,36,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,174.0,0.11,green,51.0,0.09,54.0,0.10666666666666667,13.725490196078432,0.15
HIMACHAL PRADESH,LAHAUL-SPITI,2007,1,0.0,0,1,0,1.0,1,1.0,0.0,0,0.0,0,2.0,3,0,3.0,3,0,0,0.0,0,3.0,0,1,0.0,0,0.0,13,53,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,249.0,0.15,green,58.0,0.11,53.666666666666664,0.10333333333333333,39.6551724137931,0.11
